Price,Open,High,Low,Close,Volume,log_return,future_vol_10,return_5d,return_10d,return_20d,vol_5,vol_10,vol_20,hl_range,oc_range,vol_change,vol_ratio
2015-02-17,172.9671293090362,173.72707241390395,172.71933547479566,173.55360412597656,76968200.0,0.0015720091690741,0.003533117047831,0.026427544655873197,0.039759704448618,0.0411968813186608,0.004579490147561813,0.006789287590937879,0.008917030635666706,0.005806488111746828,0.0033906720848243493,-0.17830819554523092,0.615844726367156
2015-02-18,173.18185657165742,173.64442174946387,172.91752641065045,173.57008361816406,80652900.0,9.494881958058542e-05,0.0038363639870008,0.015925846299328986,0.025497503759675584,0.03916161382363688,0.0038911280879454883,0.0057908188558086745,0.008927792257233037,0.004187906830836782,0.0022417304802712173,0.04787301768782437,0.6585901027878059
2015-02-19,172.97543754691904,173.8097063912185,172.8350168070248,173.44625854492188,91462500.0,-0.0007136556032244,0.0038390845660533,0.014631940354225886,0.02859840714365238,0.03341276536935798,0.004142580880683015,0.005487218197495541,0.008916044408028505,0.0056195480511979845,0.0027218951122764297,0.13402617884787782,0.7565827350983911
2015-02-20,173.0331782281016,174.56130712996128,172.41366855501633,174.48696899414062,140896400.0,0.0059822602185744,0.0054375558190238,0.011043532072940187,0.02453605098321578,0.02463347446384858,0.0027955528423389887,0.005027306550495472,0.00844108186144258,0.012308303521606064,0.008401803520724537,0.5404827114937816,1.1818583381187657
2015-02-23,174.2392074282766,174.4622344970703,173.85923585195994,174.4622344970703,74411100.0,-0.000141765602926,0.0057411386295806,0.006793797001078686,0.027163751355264183,0.02998957463204818,0.0027187281813627366,0.004786895271810771,0.008300128851778136,0.0034563276507873757,0.0012800050693844707,-0.4718736603632172,0.6356625509527344
2015-02-24,174.38782805017374,175.15602655116896,174.09046292139425,174.95777893066406,72472300.0,0.0028363845617023,0.0072042818170259,0.008058172393706885,0.03448571704958008,0.03048663175696378,0.00280107583455835,0.004069048579771371,0.008303519413090866,0.006090404418068195,0.003268295080355849,-0.02605525250937024,0.6243100621469012
2015-02-25,174.8339377101534,175.31302682594247,174.4704899254886,174.8091583251953,73061700.0,-0.000849826547811,0.0071637055941078,0.0071133970263153,0.02303924332564428,0.04291530905954108,0.0029565198384821183,0.0033877799290241654,0.007570056479991579,0.004819752629244426,-0.0001417309778789896,0.008132762448549213,0.6463653455735886
2015-02-26,174.7182566612815,174.87520113297848,173.99961684898244,174.6026153564453,72697900.0,-0.001182232588389,0.0087920690665074,0.006644820041150699,0.02127676039537658,0.05464020286257868,0.0030472021827133234,0.003530267208503051,0.0067528618044281384,0.005014726052118739,-0.0006618730466179207,-0.004979353067338987,0.6716122281670295
2015-02-27,174.50356550632455,174.7678958126595,173.95840630644352,174.00796508789062,108076000.0,-0.0034115478912942,0.0088816149572001,-0.0027489880687179002,0.00829454400422228,0.04202787296287388,0.002253459887409381,0.002800717166483047,0.006705718145326657,0.004652025588639651,-0.0028400589810066742,0.48664541891856583,1.029605198288742
2015-03-02,174.1069946946203,175.16429017790526,174.0574359382095,175.10647583007812,87491400.0,0.006293147683731,0.0098545219582168,0.0036859252179390995,0.01047972221901778,0.06097542208695458,0.0038304736742885677,0.003148578738913772,0.005786796647530273,0.006321035441144085,0.005740614483702279,-0.19046411784299933,0.8796953642284225
2015-03-03,174.67694218695533,175.15603116282256,173.52878480470744,174.38783264160156,110325800.0,-0.0041124801399839,0.0098291430960507,-0.003262939483747101,0.00479523290995978,0.04455493735857778,0.004127510869915991,0.003533117047831039,0.005564557920181884,0.00933119205317151,-0.0016551099517435775,0.2609902230390644,1.1395243304110112
2015-03-04,173.7931306588669,173.86748140808916,172.68627626062957,173.6527099609375,114497200.0,-0.004224357130162,0.0106306300458877,-0.0066374700660981,0.0004759269602171946,0.025973430719892776,0.004432452057443326,0.0038363639870007933,0.0049500952156205195,0.0068021117996102725,-0.0008079761115818407,0.03780983233296298,1.1885732650843757
2015-03-05,173.9748649116038,174.12355381496485,173.3388439366605,173.84271240234375,76873000.0,0.0010935537455356,0.010722925546901,-0.0043616837321735005,0.0022831363089771944,0.030881543452629577,0.004565935162900054,0.0038390845660533327,0.004802728822052119,0.004513907240978836,-0.0007596069083150866,-0.3286036689106808,0.8225234885383251
2015-03-06,172.98361779581307,173.41314802743403,171.06727444635007,171.39767456054688,188128000.0,-0.0141644999461862,0.0098867843573875,-0.0151146357870655,-0.017863623855783405,0.006672427127432377,0.007591111074126709,0.005437555819023805,0.005541489640414166,0.013686729339231936,-0.009168170116191119,1.4472571644140335,1.9202870794887161
2015-03-09,171.59596916334027,172.46327285150772,171.43902465475077,172.10809326171875,89818900.0,0.0041362898710472,0.0099169028829951,-0.017271493599749298,-0.013585568381810204,0.013578182973453978,0.00696481514917818,0.005741138629580554,0.005553096362049,0.005951191355071368,0.0029844762722310426,-0.5225649557747916,0.933901097809922
2015-03-10,170.74514307546252,170.82773680839537,169.27482842335175,169.31613159179688,157121300.0,-0.0163551599555483,0.0082429161325933,-0.0295141734153137,-0.03277711289906081,0.0017086041505192766,0.009083735138615757,0.007204281817025921,0.0066583699215349195,0.009171650512235412,-0.008369265783648565,0.7493122271593173,1.5763970605534832
2015-03-11,169.57219189746775,169.74566016162228,168.83704088073142,168.91964721679688,110145700.0,-0.0023444270620783,0.0098074419756267,-0.02763424334723,-0.0342717134133281,-0.011232470087683823,0.00920862539637977,0.007163705594107795,0.006195876660692522,0.005379002951176601,-0.003848182142184222,-0.2989766505241491,1.0973942270924584
2015-03-12,169.54746318445234,171.13340699998056,169.497904409586,171.0673370361328,93993500.0,0.0126341212268211,0.0089505424168092,-0.0160936758659445,-0.020455359598118006,0.0008214007972585768,0.012232633472010502,0.00879206906650737,0.0068631275564293645,0.009560577832863064,0.00896429721291074,-0.14664394524706825,0.9351144383147655
2015-03-13,170.79467305582406,171.75283834092306,168.9857029767861,170.01821899414062,162410900.0,-0.0061516609655102,0.0087479465576897,-0.008080836885268502,-0.023195472672334006,-0.014900928668111723,0.010891515690821382,0.008881614957200084,0.006609900730068448,0.016275522591095607,-0.004546125753170621,0.7278950140169267,1.5652741785500415
2015-03-16,170.74515462838175,172.3806568570192,170.0430385291803,172.289794921875,136099200.0,0.0132723113741639,0.0085662253409393,0.001055184617848197,-0.016216308981901104,-0.005736586762883324,0.012712032818620914,0.009854521958216862,0.007250627065423144,0.013567944223851982,0.00904646633665873,-0.16200698352142617,1.2854075306529233
2015-03-17,171.55460667379185,172.15759251056485,170.96813201877035,171.7776336669922,94510400.0,-0.0029771003623473,0.0089974012236714,0.014433244211049199,-0.015080929204264506,-0.010285696294304723,0.009304756285726808,0.009829143096050732,0.0072605923410174805,0.006924420056340932,0.0013000350006596864,-0.305577108462063,0.885282744820132
2015-03-18,171.30684628378546,174.51178095757123,170.67081270488325,173.84271240234375,228808500.0,0.0119501258196383,0.0079249246092405,0.028727797092765798,0.0010935537455357951,0.0015694807057529923,0.0094898573426238,0.010630630045887724,0.007778414557241711,0.022094502551239542,0.014803063471015015,1.4209875315309213,2.0041898098705047
2015-03-19,173.42966934545456,173.850931375652,172.66147081514595,173.04969787597656,117917300.0,-0.0045721144903517,0.0080321814289722,0.011521561375593,-0.004572114490351505,-0.0022889781813743076,0.009487106660180822,0.010722925546900986,0.007846645433033962,0.006873520006712412,-0.00219092541035253,-0.4846463308836866,1.0210366330823184
2015-03-20,173.9964219067773,175.08332706439776,173.813886863184,174.57720947265625,177715100.0,0.0087882807439807,0.0077727794952215,0.0264615030850839,0.018380666199815397,0.0005170423440319927,0.008454566268132263,0.009886784357387468,0.00798525645375358,0.007271511585322935,0.003337928214352135,0.5071164282085834,1.5146763674993242
2015-03-23,174.5854567022096,175.1579516761038,174.2369842529297,174.2369842529297,71784500.0,-0.001950753918497,0.0077830822303317,0.011238437792423,0.012293622410271194,-0.0012919459715390073,0.007555654952885939,0.0099169028829951,0.007997490875584259,0.005285717192150228,-0.001995999299496634,-0.596069776850701,0.6125091650900536
2015-03-24,174.11257043384242,174.5688953590549,173.191602819688,173.2579803466797,77805300.0,-0.005634651412002,0.0077472100484981,0.008580886742768298,0.023014130953817498,-0.009762981945243308,0.008089685259328017,0.00824291613259329,0.0080598394601533,0.007949374318060297,-0.004908261850556348,0.08387325954767388,0.6623752554823569
2015-03-25,173.46541912579568,173.69773415857858,170.6776260721813,170.71910095214844,159521700.0,-0.014762178289498,0.0059667699193947,-0.018131417366368002,0.010596379726397799,-0.023675333686930308,0.008453772758973554,0.00980744197562673,0.008669968289260241,0.017690510725239764,-0.015832078736428914,1.0502677838142134,1.309840912517157
2015-03-26,170.05534076691788,171.22520830472868,169.35838305008411,170.3125457763672,153067200.0,-0.0023842676905661,0.0059115962323089,-0.015943570566582403,-0.004422009190989401,-0.02487736878910741,0.008449197707611274,0.00895054241680925,0.008674122459761763,0.010961172860957907,0.001512478280831177,-0.04046157983521992,1.216696768016068
2015-03-27,170.19636661978635,170.87671404274337,170.00552650267113,170.70248413085938,118939000.0,0.0022869286702569,0.0062939462047699,-0.022444922640306203,0.0040165804447776995,-0.019178892227556307,0.006396024349810748,0.008747946557689713,0.008692742498501495,0.005103543422393288,0.0029737268845678737,-0.2229622022222919,0.9413551916780779
2015-03-30,171.73135707604655,173.0837725574656,171.71477218612802,172.7850799560547,96180400.0,0.0121263274888374,0.0051174232286802,-0.008367841232971802,0.0028705965594512,-0.013345712422449908,0.009920050964275732,0.008566225340939293,0.009039800518024329,0.0079231399591086,0.006135879305615256,-0.1913468248429867,0.7586213451322729
2015-03-31,171.963646532205,172.66060427186957,171.21692146997367,171.27499389648438,126768700.0,-0.008778093542094,0.0040190044105361,-0.011511283363063802,-0.0029303966202955008,-0.018011325824560005,0.01032518158050238,0.008997401223671372,0.009192300316726722,0.008429034321078067,-0.00400464080407626,0.3180304926991362,0.9934439238373268
2015-04-01,171.24186786965754,171.26675786924957,169.68202704069807,170.66937255859375,137303600.0,-0.0035422251719754,0.0036414599416706,-0.00029133024554120436,-0.0184227476119092,-0.017329193866373407,0.00786682757326594,0.0079249246092405,0.009180576830993792,0.009285384980292433,-0.0033431970708211987,0.08310332124570174,1.066472091747439
2015-04-02,170.60296489926685,171.73135776912642,170.42042982765565,171.2833251953125,86900900.0,0.0035908668097081,0.0056312514922433,0.005683804254732996,-0.010259766311849402,-0.014831880802200905,0.007878980657355749,0.008032181428972145,0.009225511271790937,0.007653564291654947,0.00398797463131646,-0.36708942809948175,0.6723629688749848
2015-04-06,170.39551652393973,172.9509945167097,170.262774121107,172.43658447265625,114368200.0,0.0067104847439194,0.0059540302576891,0.010107360328395496,-0.012337562311910704,0.006043103887904692,0.008278636469115787,0.007772779495221528,0.008797912229142751,0.015589617503871351,0.011978413460366821,0.31607612809533614,0.9108720707947574
2015-04-07,172.46148275849654,173.20820786869345,171.94707268970402,171.98025512695312,81236300.0,-0.0026498681844636,0.0058729428789339,-0.004668835344905505,-0.013036676577877302,-0.0007430541676061082,0.0061275894943613705,0.007783082230331643,0.008773084401782526,0.007333023073250381,-0.002790348452571858,-0.2896950376066074,0.6492158128332013
2015-04-08,172.20423971106177,173.00074463141885,171.81427969330997,172.56100463867188,89351900.0,0.0033711495808364,0.0059577049225718,0.007480407778024896,-0.004030875585038901,0.018983255368778595,0.0044064566234876595,0.007747210048498076,0.007908210217618897,0.006875626046529116,0.002071754610738446,0.09990115256357068,0.7339482623887689
2015-04-09,172.3950959634002,173.5566711080269,171.90557591389464,173.32435607910156,85548900.0,0.0044139056835598,0.0058758821616708,0.015436538633560096,0.015145208388018899,0.025741588114416694,0.0034690272131076877,0.0059667699193946535,0.007904458916520148,0.009526042568297456,0.005390293212857119,-0.04256204960386967,0.7098811877614246
2015-04-10,173.57327279212356,174.31170543599447,173.37415285413942,174.2702178955078,72722900.0,0.0054423412898488,0.0056982975271775,0.017288013113700797,0.0229718173684338,0.018549808177444393,0.0036312401120153557,0.005911596232308869,0.007515085540007403,0.005379878404795474,0.0040152789203838635,-0.149925948784847,0.608824531200992
2015-04-13,174.1291903395314,174.7597706426591,173.43224515628404,173.48202514648438,74436600.0,-0.0045330784459042,0.0056615272703843,0.0060444499238771964,0.0161518102522727,0.020168390697050394,0.004492488681405601,0.006293946204769924,0.007443210047336446,0.007652236508388307,-0.0037165807282806525,0.023564791833109,0.6469972489192245
2015-04-14,173.28288096153133,173.99642359516923,172.6606058505757,173.8138885498047,75099900.0,0.001911128183437,0.0057029933183122,0.010605446291777796,0.005936610946872299,0.008807207506323494,0.003942473985824754,0.00511742322868022,0.006869398794079329,0.007685333754044408,0.0030643972752925175,0.008910938973569538,0.6705386231430865
2015-04-15,174.27847263589555,175.0998674631492,174.19549757890078,174.59375,99529300.0,0.0044767259172583,0.0057563358469992,0.011711022628199695,0.019191430406224598,0.016261033785929094,0.004059381663733222,0.004019004410536118,0.00687642574167351,0.00517985256773745,0.0018090436491437873,0.32529204433028536,0.8866728296785995
2015-04-16,174.26191135152382,175.05012391611444,174.06277876943213,174.54400634765625,68934900.0,-0.0002849514369383,0.0065936507749804,0.007012165507701595,0.0224487041412617,0.004025956529352492,0.004003388223855726,0.003641459941670558,0.006358192905887248,0.005656711836416338,0.0016187989328510374,-0.3073908889141188,0.6612039924942903
2015-04-17,173.35755579846713,173.59816327762158,171.7562278847155,172.53614807128906,191113200.0,-0.0115701266679913,0.0063639719609549,-0.010000302450138505,0.007287710663562298,-0.0029720556482871075,0.0062886823875202185,0.005631251492243308,0.006811128990199129,0.010675649210303508,-0.004738228590007223,1.7723721946358086,1.770937093218201
2015-04-20,173.4571699511281,174.44451548892474,173.37420750422365,174.11264038085938,92189500.0,0.009095679724588,0.0057974401023639,0.003628455720353696,0.009672905644230899,-0.0026646566676798086,0.007709422250984889,0.0059540302576891295,0.006832670093400504,0.0061472158618688655,0.003778860394851139,-0.5176183539389221,0.8895153514113667
2015-04-21,174.7928932447818,174.95053826659614,173.6064283504393,173.90512084960938,72559800.0,-0.0011925802586146,0.006972088110142,0.0005247472783020961,0.011130193570079898,-0.0019064830077974086,0.00771506106193156,0.005872942878933853,0.006824153405010952,0.007728984112659946,-0.005078995940236389,-0.2129277195342203,0.6998511076167757
2015-04-22,174.24532765331014,174.94228541591448,173.324359960795,174.75975036621094,78264600.0,0.0049023076239538,0.0068010439541475,0.0009503289849975959,0.0126613516131973,0.008630476028158392,0.007777445929806026,0.00595770492257178,0.006780595866385928,0.009257998204558601,0.002952289853787786,0.07862204691854169,0.7547076656039247
2015-04-23,174.36151849374383,175.8466891674251,174.24536095448013,175.19952392578125,102585900.0,0.0025132855355792,0.0069060861676869,0.003748565957515096,0.0107607314652167,0.025905939853235593,0.007835182565112009,0.005875882161670754,0.005767952258789541,0.009140026051802086,0.00480613749683241,0.31075735389946413,1.017161405396664
2015-04-24,175.6143842078456,175.87158929816246,175.1580464700788,175.6060791015625,61327400.0,0.0023178384511917,0.0082113869773683,0.017636531076698096,0.007636228626559599,0.030608045994993394,0.0037968997534403213,0.005698297527177515,0.005705570208146868,0.004063315072771372,-4.729171998390427e-05,-0.4021849006539885,0.6370480271786826
2015-04-27,176.17021507638887,176.29466502117256,174.68504488080637,174.87588500976562,79358100.0,-0.0041668058448238,0.0082482733141963,0.004374045507286295,0.00800250122764,0.02415431147991269,0.003559482515436147,0.00566152727038428,0.005841414800846998,0.009204357366233217,-0.0073470425523520745,0.29400724635317976,0.84164704172966
2015-04-28,174.85103608471604,175.4816037200731,173.68115568812917,175.43182373046875,86863500.0,0.0031740048737555,0.0082088288368531,0.008740630639656395,0.009265377917958499,0.015201988864830792,0.0034597128638208983,0.005702993318312167,0.0052763794110053065,0.010262949980558428,0.00332161397929214,0.09457635704483858,0.9258210695317859
2015-04-29,174.54399554046685,175.30731806756097,173.9051356170558,174.70994567871094,125684900.0,-0.0041233530964268,0.008121407525569,-0.00028503008072420545,0.0006652989042733991,0.019856729310497992,0.0037453754646458574,0.005756335846999238,0.004924434602542263,0.00802577349021537,0.0009507639476810916,0.44692419715991183,1.3403670711481825
2015-04-30,174.13746218128156,174.52742224365647,172.26233184044423,172.95928955078125,161304900.0,-0.0100708992738489,0.0079491112395869,-0.012869214890152305,-0.0091206489326372,0.013328055208624491,0.005433936591849029,0.006593650774980378,0.0054311932977741135,0.01309608988968011,-0.006765762035016941,0.2834071555135105,1.6984991325597762
2015-05-01,173.73920137750798,174.87589915945125,173.63964141362536,174.83441162109375,103399700.0,0.0107830603775485,0.0072936298747296,-0.004403992963795504,0.013232538112902599,0.02052024877646489,0.008035188098758616,0.006363971960954945,0.005856472986850768,0.007071020712473637,0.006303760089273396,-0.35897979540609115,1.0793961877787361
2015-05-04,175.25757748874994,175.9130477655993,175.1497250669073,175.33226013183594,70927200.0,0.0028434964623842,0.0073020727226483,0.002606309343412496,0.006980354850698799,0.016653260494929694,0.007929386064494249,0.005797440102363873,0.005721195973324753,0.00435357816136073,0.00042613075084178083,-0.3140482999467117,0.7575914072305892
2015-05-05,175.09162144791608,175.44839909533542,173.183308572984,173.32435607910156,113326200.0,-0.0115180734149974,0.0059257584977211,-0.012085768945340403,-0.003345138305684,0.007785055264395893,0.009303732707528059,0.00697208811014204,0.006317852723658369,0.01306850677880306,-0.010093374852549544,0.5977819510709572,1.1900704284255432
2015-05-06,173.8719109567246,174.1788958718779,171.54874867878237,172.6107635498047,135060200.0,-0.0041255917711062,0.0056267452179642,-0.012088007620019804,-0.012373037700744001,0.0002883139124532927,0.00930383539773001,0.006801043954147464,0.006353913231487791,0.015237446025992626,-0.0072533130853655115,0.19178265926149463,1.3850640557847926
2015-05-07,172.5112563713364,173.7226241798103,172.17938137022506,173.29946899414062,88244900.0,0.0039819946886008,0.0056012666476596,0.001964886342429896,-0.010904328547722402,-0.00014359708250570764,0.008501919076373996,0.006906086167686853,0.006338889564337294,0.008905063694323435,0.004569050387689306,-0.34662543073385055,0.903716337309164
2015-05-08,174.96710018870817,175.78020245859915,174.88412514352538,175.58106994628906,155877300.0,0.0130797406294782,0.0042283773532843,0.004261566594359596,-0.00014242636943590133,0.007493802257123692,0.009234117465322766,0.00821138697736826,0.006890506859671088,0.005103496153360277,0.0035090583139270274,0.766417096058809,1.5311450192722516
2015-05-11,175.5396971735505,175.80519468415648,174.66850933332694,174.74317932128906,75708100.0,-0.0047835239751518,0.0053648054115066,-0.003365453843176404,-0.0007591444997639011,0.007243356727876093,0.009450387095197457,0.008248273314196336,0.006900116151133457,0.00650489109357217,-0.004537536893856854,-0.514309652527982,0.743198242627283
2015-05-12,173.9134587041349,174.75975644947212,173.0920509518764,174.22044372558594,119727600.0,-0.0029959339723071,0.0059885020937584,0.0051566855995138945,-0.006929083345826502,0.0023362945721319924,0.007591044803074143,0.00820882883685312,0.00692932009171096,0.009572386925053014,0.0017651596589386214,0.5814371249575674,1.1501281083764587
2015-05-13,174.62699413270371,175.24926925428832,174.02131655922287,174.25363159179688,94667900.0,0.0001904753820269,0.0060297447501697,0.009472752752646996,-0.002615254867372801,-0.0019499559630994073,0.007086665128082909,0.008121407525568987,0.0068532438146233395,0.0070469274232518265,-0.002138057422113739,-0.20930595785767026,0.9115278429452852
2015-05-14,175.26582296579826,176.16190043598417,174.9920204615567,176.0706329345703,95934000.0,0.0103733473249725,0.0054695245479281,0.015864105389018696,0.0178289917314486,0.008708342798811393,0.008066070675344228,0.007949111239586937,0.007241312606266141,0.006644378763960025,0.004591939005296545,0.01337412153433215,0.9118660208811749
2015-05-15,176.261474609375,176.4025220938169,175.78024707763444,176.261474609375,76510100.0,0.0010833057185651,0.0055083732858362,0.0038676704781055956,0.008129237072465198,0.021361775185367794,0.0058669010959232545,0.007293629874729636,0.006667188971688115,0.0035304085453814367,0.0,-0.2024714908166031,0.7691305518743248
2015-05-18,176.09550910230482,177.05795135234536,176.02913159192002,176.80905151367188,74549700.0,0.0031018014974924,0.0053687095217172,0.011752995950749797,0.0083875421075734,0.015367896958272193,0.004994656569979303,0.007302072722648268,0.006417386781175292,0.005818818389768814,0.004052019355885544,-0.025622760916532594,0.7561273950469652
2015-05-19,176.92528021508664,177.19908280806544,176.46894256012197,176.75103759765625,72114600.0,-0.0003281700526894,0.005480197162,0.014420759870367495,0.0195774454698814,0.016232307164197393,0.004386153552405453,0.005925758497721068,0.006406386122445854,0.004130896530324803,-0.0009848373122177284,-0.032664115348552736,0.7315943376931991
2015-05-20,176.85055102371675,177.3732660782015,176.31125108448646,176.6265411376953,76857500.0,-0.0007046087392258,0.0060330157221341,0.013525675749114794,0.022998428501761797,0.010625390801017794,0.004539175219659209,0.005626745217964213,0.006340293769521843,0.006012771279301238,-0.0012666620755475819,0.06576892889927977,0.7802674243946678
2015-05-21,176.48551842661584,177.34840098253736,176.31956827412938,177.14097595214844,64764600.0,0.0029083234169745,0.005849009087892,0.0060606518411167945,0.021924757230135497,0.011020428682413092,0.0017685402044110403,0.005601266647659583,0.0063474046564170545,0.005807988258379567,0.0037139450951900166,-0.15734183391341117,0.6703686827983979
2015-05-22,176.75930935079924,177.17415941398292,176.65145694332057,176.71783447265625,57433500.0,-0.0023915848282555,0.0060137387301436,0.002585761294296195,0.006453431772401799,0.006311005402965892,0.0024013606758965557,0.004228377353284263,0.006365737760344774,0.0029578365546530662,-0.00023464041749948473,-0.11319609786827989,0.5956860252827015
2015-05-26,176.22831309072097,176.65146828487644,174.40297522756453,174.8178253173828,124308600.0,-0.0108098715119676,0.0051954150280341,-0.011325911715163806,0.0004270842355859981,-0.00033206026417790906,0.0051473356947223485,0.005364805411506633,0.0067722603893878375,0.012861920992494707,-0.008003752340363454,1.1643918618924496,1.2599280887260453
2015-05-27,175.27414079278412,176.7095183772556,174.8675831984737,176.47720336914062,93214000.0,0.0094472751277317,0.0057784000518956,-0.0015504665347427053,0.012870293335624798,0.005941209989798291,0.007421220194703371,0.0059885020937583905,0.007066689910924206,0.010437241431852652,0.006863890879253024,-0.25014037645022147,0.9417384335493433
2015-05-28,176.1701958658901,176.38591330006497,175.58940841986788,176.27806091308594,74974600.0,-0.0011290687758574,0.0059150136980468,-0.0019749265713743056,0.011550749177740498,0.008935494310367692,0.00742928465333175,0.0060297447501696955,0.006999509460509276,0.004518457237794375,0.0006122775005481431,-0.19567232389984335,0.7773798318341409
2015-05-29,176.21170925672558,176.25318413307215,174.91737914129027,175.18287658691406,124919600.0,-0.0062322025243444,0.0060895738956953,-0.011115452512693205,-0.005054800671576402,0.012774191059872191,0.007537050071608283,0.005469524547928092,0.00674388616785478,0.007625202975355569,-0.005838616934999472,0.666158939160729,1.3201404117335833
2015-06-01,175.84668843730103,176.1785635023273,174.75147793431438,175.53970336914062,93338800.0,0.0020348099936418,0.006121477179227,-0.006689057690795905,-0.004103296396499701,0.0040259406759654915,0.0077687068937087695,0.005508373285836197,0.006321786309865406,0.008129702515287518,-0.0017457540479635357,-0.25280900675314366,0.9916688756567872
2015-06-02,175.0833377129909,176.0540854164766,174.46106257022674,175.3654327392578,91531000.0,-0.0009932635705652,0.0064698443805321,0.003127550250606494,-0.008198361464557302,0.0001891806430160915,0.0057562327537405335,0.0053687095217171705,0.006295547221915483,0.009084018562645917,0.0016112042982030993,-0.019368151293995606,0.9619335736056635
2015-06-03,175.89644040068288,176.45233800913786,175.34054279222792,175.83006286621094,87820900.0,0.0026459929233192,0.0064217463490259,-0.0036737319538060064,-0.005224198488548703,0.01435324698133269,0.0035193815540684585,0.005480197162000054,0.0056989410351554765,0.006323123581863839,-0.0003773671276163132,-0.040533808217980805,0.9354802715762367
2015-06-04,175.12478391204863,175.78024133719322,174.02957384242922,174.34486389160156,151882800.0,-0.008482662616905,0.0066205549878284,-0.011027325794853606,-0.013002252366227901,0.009996176135533894,0.004964973144957712,0.0060330157221340774,0.005970631259980828,0.010041405612341266,-0.004453510251517326,0.7294607547861613,1.6035092429444333
2015-06-05,174.19548247550782,174.71819743677787,173.39067260126015,174.046142578125,121704700.0,-0.0017148627899958,0.0068105112970564,-0.006509986060505005,-0.0176254385731982,0.0042993186569372935,0.004431383489956815,0.005849009087892033,0.005931524867048804,0.007627430380548814,-0.0008573121143013214,-0.19869333459746596,1.2626017336813082
